"Sr. No.","HS Code","HS Description","Country Name","April-2019-20_INR_Cr","April-2019-20_USD_Mn","April-2020-21_INR_Cr","April-2020-21_USD_Mn","April-2021-22_INR_Cr","April-2021-22_USD_Mn","April-2022-23_INR_Cr","April-2022-23_USD_Mn","April-2023-24_INR_Cr","April-2023-24_USD_Mn","April-2024-25_INR_Cr","April-2024-25_USD_Mn","April-2025-26_INR_Cr","April-2025-26_USD_Mn","April-2026-27_INR_Cr","April-2026-27_USD_Mn","August-2019-20_INR_Cr","August-2019-20_USD_Mn","August-2020-21_INR_Cr","August-2020-21_USD_Mn","August-2021-22_INR_Cr","August-2021-22_USD_Mn","August-2022-23_INR_Cr","August-2022-23_USD_Mn","August-2023-24_INR_Cr","August-2023-24_USD_Mn","August-2024-25_INR_Cr","August-2024-25_USD_Mn","August-2025-26_INR_Cr","August-2025-26_USD_Mn","December-2019-20_INR_Cr","December-2019-20_USD_Mn","December-2020-21_INR_Cr","December-2020-21_USD_Mn","December-2021-22_INR_Cr","December-2021-22_USD_Mn","December-2022-23_INR_Cr","December-2022-23_USD_Mn","December-2023-24_INR_Cr","December-2023-24_USD_Mn","December-2024-25_INR_Cr","December-2024-25_USD_Mn","December-2025-26_INR_Cr","December-2025-26_USD_Mn","February-2019-20_INR_Cr","February-2019-20_USD_Mn","February-2020-21_INR_Cr","February-2020-21_USD_Mn","February-2021-22_INR_Cr","February-2021-22_USD_Mn","February-2022-23_INR_Cr","February-2022-23_USD_Mn","February-2023-24_INR_Cr","February-2023-24_USD_Mn","February-2024-25_INR_Cr","February-2024-25_USD_Mn","February-2025-26_INR_Cr","February-2025-26_USD_Mn","January-2019-20_INR_Cr","January-2019-20_USD_Mn","January-2020-21_INR_Cr","January-2020-21_USD_Mn","January-2021-22_INR_Cr","January-2021-22_USD_Mn","January-2022-23_INR_Cr","January-2022-23_USD_Mn","January-2023-24_INR_Cr","January-2023-24_USD_Mn","January-2024-25_INR_Cr","January-2024-25_USD_Mn","January-2025-26_INR_Cr","January-2025-26_USD_Mn","July-2019-20_INR_Cr","July-2019-20_USD_Mn","July-2020-21_INR_Cr","July-2020-21_USD_Mn","July-2021-22_INR_Cr","July-2021-22_USD_Mn","July-2022-23_INR_Cr","July-2022-23_USD_Mn","July-2023-24_INR_Cr","July-2023-24_USD_Mn","July-2024-25_INR_Cr","July-2024-25_USD_Mn","July-2025-26_INR_Cr","July-2025-26_USD_Mn","June-2019-20_INR_Cr","June-2019-20_USD_Mn","June-2020-21_INR_Cr","June-2020-21_USD_Mn","June-2021-22_INR_Cr","June-2021-22_USD_Mn","June-2022-23_INR_Cr","June-2022-23_USD_Mn","June-2023-24_INR_Cr","June-2023-24_USD_Mn","June-2024-25_INR_Cr","June-2024-25_USD_Mn","June-2025-26_INR_Cr","June-2025-26_USD_Mn","June-2026-27_INR_Cr","June-2026-27_USD_Mn","March-2019-20_INR_Cr","March-2019-20_USD_Mn","March-2020-21_INR_Cr","March-2020-21_USD_Mn","March-2021-22_INR_Cr","March-2021-22_USD_Mn","March-2022-23_INR_Cr","March-2022-23_USD_Mn","March-2023-24_INR_Cr","March-2023-24_USD_Mn","March-2024-25_INR_Cr","March-2024-25_USD_Mn","March-2025-26_INR_Cr","March-2025-26_USD_Mn","May-2019-20_INR_Cr","May-2019-20_USD_Mn","May-2020-21_INR_Cr","May-2020-21_USD_Mn","May-2021-22_INR_Cr","May-2021-22_USD_Mn","May-2022-23_INR_Cr","May-2022-23_USD_Mn","May-2023-24_INR_Cr","May-2023-24_USD_Mn","May-2024-25_INR_Cr","May-2024-25_USD_Mn","May-2025-26_INR_Cr","May-2025-26_USD_Mn","May-2026-27_INR_Cr","May-2026-27_USD_Mn","November-2019-20_INR_Cr","November-2019-20_USD_Mn","November-2020-21_INR_Cr","November-2020-21_USD_Mn","November-2021-22_INR_Cr","November-2021-22_USD_Mn","November-2022-23_INR_Cr","November-2022-23_USD_Mn","November-2023-24_INR_Cr","November-2023-24_USD_Mn","November-2024-25_INR_Cr","November-2024-25_USD_Mn","November-2025-26_INR_Cr","November-2025-26_USD_Mn","October-2019-20_INR_Cr","October-2019-20_USD_Mn","October-2020-21_INR_Cr","October-2020-21_USD_Mn","October-2021-22_INR_Cr","October-2021-22_USD_Mn","October-2022-23_INR_Cr","October-2022-23_USD_Mn","October-2023-24_INR_Cr","October-2023-24_USD_Mn","October-2024-25_INR_Cr","October-2024-25_USD_Mn","October-2025-26_INR_Cr","October-2025-26_USD_Mn","September-2019-20_INR_Cr","September-2019-20_USD_Mn","September-2020-21_INR_Cr","September-2020-21_USD_Mn","September-2021-22_INR_Cr","September-2021-22_USD_Mn","September-2022-23_INR_Cr","September-2022-23_USD_Mn","September-2023-24_INR_Cr","September-2023-24_USD_Mn","September-2024-25_INR_Cr","September-2024-25_USD_Mn","September-2025-26_INR_Cr","September-2025-26_USD_Mn"
"120","30","PHARMACEUTICAL PRODUCTS","URUGUAY","4.025","0.580","2.788","0.366","1.426","0.191","3.073","0.403","3.500","0.427","3.310","0.397","3.374","0.394","11.066","1.183","1.170","0.164","0.666","0.089","0.406","0.055","3.328","0.418","7.881","0.952","5.388","0.642","4.553","0.520","2.458","0.345","4.150","0.564","2.388","0.317","11.495","1.394","5.871","0.705","3.102","0.365","3.245","0.360","6.783","0.949","2.980","0.410","4.498","0.600","2.501","0.303","2.819","0.340","4.670","0.536","2.433","0.268","1.832","0.257","0.902","0.123","2.615","0.351","2.580","0.315","2.176","0.262","6.699","0.777","11.780","1.297","3.179","0.462","5.003","0.667","3.624","0.486","5.215","0.655","7.650","0.931","1.516","0.181","13.134","1.525","6.103","0.879","2.417","0.319","1.669","0.227","2.035","0.261","6.369","0.774","1.935","0.232","1.389","0.162","4.946","0.521","1.943","0.261","2.416","0.332","6.145","0.806","4.359","0.530","2.786","0.336","8.361","0.965","5.046","0.544","3.399","0.487","0.753","0.099","3.809","0.520","2.097","0.271","1.845","0.224","6.169","0.740","6.014","0.706","2.512","0.263","2.475","0.346","8.307","1.119","1.919","0.258","2.448","0.299","3.848","0.462","2.137","0.253","5.064","0.570","1.658","0.233","2.580","0.351","3.188","0.426","1.015","0.123","3.779","0.454","1.875","0.223","3.548","0.401","2.890","0.405","1.511","0.206","5.259","0.715","6.148","0.766","9.078","1.093","3.481","0.415","4.363","0.494"
"121","30","PHARMACEUTICAL PRODUCTS","GEORGIA","4.010","0.578","4.360","0.572","11.812","1.586","28.996","3.807","40.997","4.998","12.444","1.492","9.416","1.101","38.748","4.142","4.227","0.594","16.030","2.147","17.515","2.361","6.879","0.865","18.476","2.232","15.136","1.804","17.933","2.049","11.309","1.588","16.023","2.177","42.478","5.636","14.211","1.723","20.546","2.467","29.674","3.492","32.707","3.630","13.933","1.949","11.279","1.550","12.974","1.730","21.356","2.585","19.762","2.382","19.223","2.208","24.811","2.735","10.708","1.502","6.792","0.929","12.326","1.656","16.451","2.009","7.003","0.842","17.180","1.992","25.936","2.856","4.731","0.688","7.719","1.029","20.851","2.798","10.346","1.300","23.563","2.868","16.424","1.965","18.904","2.195","4.328","0.623","7.297","0.964","18.519","2.518","49.722","6.368","10.260","1.248","25.464","3.051","8.786","1.023","35.616","3.750","14.285","1.921","13.757","1.890","27.940","3.664","25.689","3.122","21.180","2.552","19.669","2.270","45.061","4.858","6.606","0.947","13.600","1.798","11.661","1.592","128.844","16.664","20.782","2.524","18.376","2.204","11.681","1.371","30.407","3.181","6.891","0.964","8.504","1.146","14.827","1.990","12.595","1.539","18.096","2.172","5.175","0.613","23.824","2.682","6.737","0.948","8.262","1.125","17.763","2.371","14.240","1.729","13.512","1.623","18.262","2.173","12.815","1.449","7.211","1.011","8.577","1.167","58.268","7.921","9.879","1.231","18.565","2.235","21.471","2.562","15.168","1.717"
"122","30","PHARMACEUTICAL PRODUCTS","NIGER","3.939","0.567","2.154","0.283","10.470","1.406","7.462","0.980","7.123","0.868","24.915","2.987","20.477","2.393","6.725","0.719","7.783","1.094","8.216","1.100","9.140","1.232","13.478","1.694","0.525","0.063","19.799","2.360","17.344","1.982","6.314","0.887","12.884","1.751","10.366","1.375","16.451","1.995","5.896","0.708","6.075","0.715","26.923","2.988","15.666","2.191","7.743","1.064","20.540","2.739","7.216","0.873","12.277","1.480","9.451","1.086","8.256","0.910","16.320","2.288","8.318","1.138","1.576","0.212","4.223","0.516","6.703","0.806","17.403","2.017","10.485","1.155","13.137","1.909","1.676","0.223","9.716","1.304","12.095","1.519","8.722","1.062","5.823","0.697","4.073","0.473","9.707","1.398","7.126","0.941","8.490","1.154","13.056","1.672","16.253","1.976","18.358","2.199","4.656","0.542","10.363","1.091","2.603","0.350","17.338","2.382","15.647","2.052","15.623","1.899","12.343","1.487","29.432","3.397","10.613","1.144","1.964","0.281","11.000","1.454","13.310","1.817","3.959","0.512","12.214","1.483","44.915","5.386","12.985","1.524","27.983","2.927","7.562","1.058","14.782","1.992","5.272","0.708","5.491","0.671","8.959","1.076","20.255","2.401","212.772","23.954","7.998","1.126","6.712","0.914","3.666","0.489","22.851","2.775","1.264","0.152","18.282","2.176","229.935","26.006","9.728","1.364","9.096","1.238","24.123","3.279","11.651","1.452","3.079","0.371","7.325","0.874","15.535","1.759"
"123","30","PHARMACEUTICAL PRODUCTS","GABON","3.878","0.559","0.796","0.104","0.000","0.000","3.300","0.433","5.536","0.675","1.242","0.149","0.139","0.016","0.062","0.007","2.844","0.400","8.287","1.110","3.665","0.494","5.158","0.648","0.506","0.061","0.085","0.010","0.124","0.014","1.333","0.187","0.000","0.000","0.327","0.043","0.312","0.038","0.343","0.041","1.102","0.130","4.376","0.486","0.895","0.125","0.118","0.016","0.267","0.036","0.171","0.021","0.037","0.004","0.051","0.006","0.482","0.053","0.374","0.052","0.227","0.031","2.999","0.403","0.062","0.008","0.087","0.010","0.523","0.061","0.012","0.001","1.474","0.214","0.003","0.000","0.160","0.021","1.256","0.158","0.189","0.023","4.337","0.519","0.564","0.066","2.547","0.367","6.094","0.805","1.048","0.143","0.048","0.006","1.990","0.242","4.749","0.569","0.039","0.005","0.463","0.049","0.282","0.038","0.479","0.066","0.009","0.001","0.456","0.055","0.017","0.002","0.264","0.031","0.227","0.024","2.849","0.408","0.081","0.011","0.016","0.002","0.567","0.073","7.844","0.953","13.978","1.676","0.368","0.043","0.425","0.044","4.114","0.576","0.219","0.030","1.226","0.165","2.310","0.282","0.044","0.005","1.999","0.237","14.703","1.655","0.348","0.049","9.551","1.300","0.650","0.087","0.597","0.073","0.074","0.009","0.206","0.025","9.674","1.094","1.803","0.253","1.255","0.171","0.752","0.102","1.498","0.187","0.334","0.040","1.751","0.209","2.424","0.274"
"124","30","PHARMACEUTICAL PRODUCTS","QATAR","3.707","0.534","3.247","0.426","5.325","0.715","5.206","0.684","10.495","1.280","7.186","0.862","12.873","1.505","8.145","0.871","2.769","0.389","1.798","0.241","3.736","0.504","4.677","0.588","11.270","1.361","9.259","1.104","8.549","0.977","2.695","0.379","2.276","0.309","4.108","0.545","6.240","0.757","8.476","1.018","8.535","1.004","7.900","0.877","3.820","0.534","2.479","0.341","6.474","0.863","3.897","0.472","7.697","0.928","12.819","1.473","4.475","0.493","4.913","0.689","8.647","1.183","7.129","0.958","5.011","0.612","7.761","0.934","11.493","1.332","7.143","0.787","3.157","0.459","7.685","1.025","4.865","0.653","5.445","0.684","11.506","1.401","5.248","0.628","8.365","0.971","3.902","0.562","3.958","0.523","2.681","0.364","5.676","0.727","6.904","0.840","8.982","1.076","9.875","1.150","11.945","1.258","2.596","0.349","5.933","0.815","8.063","1.057","5.174","0.629","7.945","0.957","12.719","1.468","6.358","0.685","2.663","0.382","5.713","0.755","5.621","0.767","5.127","0.663","6.022","0.731","5.411","0.649","11.358","1.333","9.705","1.015","2.948","0.413","4.394","0.592","4.509","0.605","5.026","0.614","8.062","0.968","8.857","1.050","5.230","0.589","4.306","0.606","4.395","0.598","3.852","0.514","10.804","1.312","5.447","0.654","6.675","0.794","6.576","0.744","2.453","0.344","7.349","1.000","3.752","0.510","5.876","0.732","7.870","0.948","8.721","1.041","8.928","1.011"
"125","30","PHARMACEUTICAL PRODUCTS","BAHARAIN IS","3.487","0.502","20.573","2.699","2.544","0.342","2.935","0.385","5.505","0.671","9.084","1.089","7.168","0.838","6.155","0.658","2.056","0.289","6.044","0.809","3.272","0.441","6.039","0.759","7.405","0.894","5.633","0.671","6.084","0.695","2.955","0.415","4.707","0.640","7.144","0.948","9.275","1.125","12.959","1.556","4.838","0.569","8.103","0.899","1.363","0.191","6.146","0.845","1.931","0.257","3.747","0.454","5.962","0.719","2.786","0.320","3.146","0.347","2.680","0.376","5.055","0.691","4.231","0.568","6.594","0.805","5.325","0.641","5.171","0.599","7.385","0.813","1.986","0.289","3.424","0.457","7.299","0.979","8.753","1.100","8.367","1.019","2.734","0.327","9.442","1.096","1.206","0.174","3.388","0.447","8.977","1.220","6.773","0.868","6.454","0.785","5.592","0.670","4.296","0.500","6.232","0.656","13.925","1.873","3.084","0.424","10.815","1.418","9.050","1.100","11.965","1.442","14.765","1.704","4.523","0.488","1.449","0.208","8.457","1.118","3.812","0.520","3.455","0.447","6.579","0.799","4.970","0.596","5.660","0.664","11.301","1.182","0.967","0.135","2.376","0.320","1.972","0.265","4.818","0.589","4.103","0.493","5.332","0.632","5.466","0.615","2.961","0.417","1.679","0.229","3.872","0.517","5.230","0.635","3.909","0.470","7.696","0.916","5.830","0.659","4.271","0.599","6.079","0.827","1.361","0.185","4.667","0.582","5.397","0.650","5.082","0.606","7.033","0.796"
"126","30","PHARMACEUTICAL PRODUCTS","PARAGUAY","3.338","0.481","4.919","0.645","8.107","1.089","5.232","0.687","7.574","0.923","9.103","1.091","11.458","1.339","17.740","1.896","8.305","1.167","0.824","0.110","9.117","1.229","2.945","0.370","9.155","1.106","5.814","0.693","6.947","0.794","9.299","1.306","2.720","0.370","5.969","0.792","6.812","0.826","6.923","0.831","9.084","1.069","14.745","1.637","5.501","0.770","2.278","0.313","7.709","1.028","3.405","0.412","10.445","1.259","8.815","1.013","13.521","1.490","5.649","0.792","1.991","0.272","9.515","1.278","3.705","0.452","6.211","0.747","7.847","0.910","20.449","2.252","1.761","0.256","14.988","1.999","4.885","0.655","4.312","0.542","5.020","0.611","5.701","0.682","9.417","1.094","6.890","0.992","5.025","0.664","10.320","1.403","12.280","1.573","6.354","0.773","2.262","0.271","9.836","1.145","13.427","1.414","3.136","0.422","6.716","0.923","10.426","1.367","12.794","1.555","1.616","0.195","17.854","2.061","8.841","0.953","7.152","1.025","7.504","0.992","11.041","1.507","5.743","0.743","7.306","0.887","8.859","1.062","4.902","0.575","10.604","1.109","5.910","0.827","6.195","0.835","39.912","5.358","7.430","0.908","1.429","0.172","10.923","1.295","3.635","0.409","2.280","0.321","2.814","0.383","7.470","0.997","4.565","0.554","2.499","0.300","6.028","0.717","11.712","1.325","3.723","0.522","3.469","0.472","10.562","1.436","12.335","1.537","7.131","0.859","5.309","0.634","11.747","1.330"
"127","30","PHARMACEUTICAL PRODUCTS","MOLDOVA","3.296","0.475","0.393","0.052","2.007","0.269","2.106","0.276","1.567","0.191","4.132","0.495","1.690","0.198","1.478","0.158","2.972","0.418","2.946","0.394","2.417","0.326","1.819","0.229","4.906","0.593","2.884","0.344","2.355","0.269","2.789","0.392","3.394","0.461","4.334","0.575","3.639","0.441","0.904","0.108","1.341","0.158","2.235","0.248","2.177","0.305","3.529","0.485","4.019","0.536","3.166","0.383","7.993","0.963","2.924","0.336","3.329","0.367","0.555","0.078","4.846","0.663","3.256","0.437","0.601","0.073","2.123","0.255","2.573","0.298","4.183","0.461","2.867","0.417","3.982","0.531","3.415","0.458","2.919","0.367","4.065","0.495","2.120","0.254","2.395","0.278","4.159","0.599","3.923","0.518","1.784","0.243","1.922","0.246","1.463","0.178","3.371","0.404","3.310","0.385","1.749","0.184","1.942","0.261","8.867","1.218","2.494","0.327","5.758","0.700","3.454","0.416","4.879","0.563","2.412","0.260","2.843","0.407","2.749","0.363","2.225","0.304","3.749","0.485","2.825","0.343","2.659","0.319","1.772","0.208","2.493","0.261","1.076","0.151","3.455","0.466","3.082","0.414","1.248","0.153","2.492","0.299","0.507","0.060","5.400","0.608","2.661","0.375","5.069","0.690","1.606","0.214","2.173","0.264","1.612","0.194","2.827","0.336","2.022","0.229","1.291","0.181","3.555","0.484","3.331","0.453","2.611","0.325","0.682","0.082","3.140","0.375","1.682","0.190"
"128","30","PHARMACEUTICAL PRODUCTS","CUBA","3.198","0.461","0.058","0.008","2.935","0.394","7.204","0.946","2.056","0.251","1.901","0.228","0.300","0.035","6.001","0.641","8.763","1.232","5.818","0.779","6.643","0.896","2.172","0.273","5.157","0.623","3.854","0.459","1.988","0.227","5.545","0.779","5.068","0.689","3.463","0.459","5.719","0.694","2.391","0.287","1.777","0.209","2.198","0.244","4.103","0.574","1.365","0.188","4.208","0.561","2.681","0.325","0.097","0.012","1.100","0.126","1.118","0.123","0.804","0.113","0.786","0.107","1.576","0.212","5.508","0.673","0.466","0.056","1.067","0.124","4.670","0.514","12.585","1.829","6.264","0.835","7.725","1.036","2.938","0.369","4.555","0.554","3.074","0.368","1.178","0.137","11.553","1.664","9.256","1.222","6.696","0.910","5.543","0.710","5.783","0.703","13.132","1.573","3.967","0.462","0.986","0.104","1.148","0.154","4.049","0.556","0.917","0.120","6.746","0.820","2.408","0.290","2.335","0.270","0.275","0.030","5.943","0.852","2.920","0.386","4.489","0.613","3.203","0.414","0.956","0.116","0.065","0.008","4.135","0.485","1.989","0.208","11.381","1.593","9.311","1.255","1.670","0.224","3.454","0.422","0.811","0.097","2.290","0.271","10.146","1.142","5.950","0.838","3.287","0.448","5.459","0.729","4.179","0.508","0.431","0.052","1.578","0.188","1.319","0.149","13.805","1.935","9.796","1.333","1.776","0.241","10.009","1.248","1.715","0.206","3.794","0.453","4.299","0.487"
"129","30","PHARMACEUTICAL PRODUCTS","BELARUS","3.170","0.457","5.839","0.766","2.583","0.347","1.395","0.183","5.816","0.709","12.875","1.544","11.865","1.387","29.393","3.142","10.177","1.430","6.687","0.896","14.057","1.895","9.006","1.132","9.769","1.180","12.320","1.469","9.467","1.082","7.478","1.050","14.511","1.972","60.543","8.033","11.904","1.444","8.615","1.034","12.662","1.490","13.405","1.488","7.661","1.072","4.741","0.652","20.156","2.687","7.542","0.913","12.317","1.485","8.186","0.940","10.313","1.137","2.444","0.343","5.857","0.801","3.935","0.529","9.637","1.177","5.003","0.602","5.679","0.658","16.072","1.770","2.743","0.399","5.249","0.700","5.621","0.754","4.151","0.521","12.169","1.481","11.347","1.357","17.042","1.979","18.969","2.732","6.473","0.855","14.799","2.012","30.101","3.855","31.399","3.818","21.012","2.517","11.653","1.357","15.271","1.608","11.341","1.525","14.851","2.040","6.725","0.882","16.637","2.022","8.124","0.979","16.896","1.950","41.904","4.517","3.394","0.486","9.057","1.197","2.362","0.322","28.395","3.672","7.869","0.956","11.523","1.382","10.217","1.199","9.733","1.018","2.386","0.334","6.634","0.894","20.346","2.731","2.752","0.336","3.475","0.417","15.869","1.881","11.933","1.343","4.346","0.612","12.339","1.680","2.675","0.357","2.747","0.334","28.253","3.394","9.668","1.151","19.719","2.230","9.210","1.291","14.193","1.931","7.685","1.045","8.736","1.089","8.336","1.004","18.754","2.238","29.385","3.327"
"130","30","PHARMACEUTICAL PRODUCTS","CROATIA","3.163","0.456","3.345","0.439","14.149","1.900","2.674","0.351","7.594","0.926","1.011","0.121","2.604","0.304","8.003","0.855","5.413","0.761","4.223","0.565","1.754","0.236","6.820","0.857","3.497","0.422","8.379","0.999","6.614","0.756","3.325","0.467","7.652","1.040","7.387","0.980","7.244","0.878","6.231","0.748","7.540","0.887","9.824","1.090","1.610","0.225","2.404","0.330","5.884","0.785","7.771","0.941","6.279","0.757","6.815","0.783","3.325","0.367","4.338","0.608","2.789","0.381","2.502","0.336","5.910","0.722","2.590","0.312","4.639","0.538","2.749","0.303","1.304","0.190","3.832","0.511","2.845","0.382","3.452","0.434","6.715","0.817","5.692","0.681","22.012","2.556","2.009","0.289","3.096","0.409","6.626","0.901","6.465","0.828","9.477","1.152","2.068","0.248","6.712","0.781","7.833","0.825","5.918","0.796","4.593","0.631","7.325","0.961","2.801","0.340","5.830","0.702","27.762","3.204","24.234","2.613","0.293","0.042","2.361","0.312","8.554","1.168","6.569","0.850","6.426","0.780","6.056","0.726","5.755","0.676","6.338","0.663","4.307","0.603","3.729","0.502","8.017","1.076","4.864","0.595","3.507","0.421","3.147","0.373","7.536","0.848","0.965","0.136","5.347","0.728","2.875","0.384","3.448","0.419","14.344","1.723","16.646","1.981","4.125","0.467","2.552","0.358","3.773","0.513","7.731","1.051","4.696","0.585","10.650","1.282","4.621","0.551","4.062","0.460"
"131","30","PHARMACEUTICAL PRODUCTS","ARGENTINA","3.113","0.448","6.362","0.834","12.580","1.689","9.070","1.191","30.576","3.728","18.803","2.254","15.816","1.849","20.676","2.210","10.389","1.460","11.377","1.524","19.356","2.609","8.264","1.039","12.333","1.490","10.274","1.225","25.188","2.878","17.376","2.441","19.178","2.606","22.063","2.927","6.763","0.820","5.699","0.684","15.541","1.829","8.118","0.901","15.038","2.104","10.059","1.383","10.134","1.351","7.388","0.894","11.757","1.417","7.960","0.914","4.862","0.536","26.702","3.744","9.687","1.325","17.451","2.344","5.247","0.641","10.719","1.290","3.978","0.461","10.394","1.145","11.653","1.693","4.090","0.545","8.316","1.116","15.448","1.941","13.803","1.680","18.994","2.272","31.180","3.621","7.279","1.048","12.971","1.713","14.087","1.915","32.686","4.186","6.684","0.813","5.101","0.611","18.284","2.128","30.117","3.171","31.850","4.284","6.879","0.945","16.652","2.184","6.606","0.803","14.808","1.784","29.696","3.428","12.416","1.339","2.636","0.378","12.840","1.697","10.448","1.426","6.873","0.889","16.096","1.955","9.613","1.153","24.821","2.914","19.145","2.003","8.439","1.181","13.703","1.846","10.180","1.367","8.591","1.050","8.129","0.976","11.400","1.351","9.052","1.019","6.419","0.904","8.087","1.101","21.802","2.910","10.096","1.226","7.003","0.841","8.972","1.068","17.965","2.032","18.856","2.643","32.718","4.453","44.186","6.006","27.007","3.366","18.987","2.286","12.993","1.550","16.656","1.886"
"132","30","PHARMACEUTICAL PRODUCTS","PORTUGAL","2.971","0.428","3.151","0.413","5.489","0.737","3.162","0.415","8.960","1.092","3.517","0.422","27.043","3.161","23.194","2.479","5.403","0.759","8.424","1.128","8.131","1.096","6.200","0.779","7.169","0.866","6.311","0.752","15.200","1.737","2.644","0.371","2.522","0.343","5.662","0.751","8.965","1.087","2.678","0.322","12.582","1.480","12.629","1.402","2.407","0.337","8.006","1.100","3.975","0.530","3.453","0.418","7.901","0.952","8.797","1.011","15.610","1.720","5.187","0.727","3.397","0.465","5.080","0.682","10.216","1.247","5.576","0.671","11.011","1.276","8.823","0.972","3.552","0.516","4.632","0.618","4.560","0.612","10.119","1.271","5.844","0.711","9.458","1.131","15.538","1.804","3.501","0.504","0.498","0.066","3.855","0.524","11.947","1.530","11.363","1.382","4.930","0.591","8.004","0.932","10.826","1.140","3.081","0.414","3.922","0.539","8.001","1.049","10.226","1.243","7.698","0.927","14.175","1.636","15.710","1.694","3.184","0.456","6.056","0.800","7.182","0.980","7.319","0.947","7.197","0.874","3.404","0.408","30.087","3.532","19.568","2.047","4.786","0.670","4.055","0.546","1.093","0.147","4.748","0.580","9.566","1.148","8.732","1.035","9.354","1.053","4.384","0.617","6.267","0.853","2.340","0.312","6.091","0.740","7.463","0.897","10.685","1.272","6.546","0.740","3.758","0.527","1.881","0.256","3.352","0.456","7.650","0.954","10.741","1.293","9.217","1.100","9.941","1.126"
"133","30","PHARMACEUTICAL PRODUCTS","SENEGAL","2.918","0.420","3.519","0.462","29.593","3.974","24.986","3.280","33.563","4.092","44.498","5.335","52.379","6.122","71.151","7.606","9.951","1.399","29.504","3.951","13.933","1.878","26.644","3.349","37.885","4.576","37.435","4.462","66.564","7.606","10.670","1.499","17.398","2.364","21.859","2.900","36.071","4.374","63.496","7.624","53.975","6.351","85.770","9.520","9.007","1.260","27.238","3.744","19.195","2.559","31.723","3.840","65.634","7.911","33.309","3.826","70.796","7.803","10.970","1.538","36.152","4.945","27.034","3.632","49.949","6.099","38.446","4.625","65.827","7.631","69.435","7.647","9.178","1.334","15.732","2.098","16.693","2.240","28.956","3.638","32.352","3.938","26.807","3.207","59.846","6.950","15.010","2.162","17.674","2.334","14.593","1.984","26.038","3.335","41.577","5.056","39.621","4.747","42.836","4.986","64.381","6.779","6.325","0.851","22.289","3.062","30.884","4.051","29.138","3.541","67.966","8.189","61.184","7.062","88.391","9.529","7.158","1.026","16.145","2.134","20.255","2.765","23.203","3.001","43.890","5.330","44.089","5.287","63.769","7.486","78.270","8.187","10.926","1.529","16.599","2.236","18.872","2.533","34.244","4.186","36.465","4.378","42.950","5.091","52.089","5.864","18.367","2.585","21.301","2.900","19.779","2.640","22.005","2.672","40.434","4.858","77.053","9.170","68.681","7.768","9.721","1.363","10.294","1.401","24.947","3.391","50.163","6.252","47.428","5.711","69.236","8.261","65.196","7.382"
"134","30","PHARMACEUTICAL PRODUCTS","BHUTAN","2.900","0.418","2.459","0.323","1.563","0.210","3.018","0.396","1.811","0.221","2.577","0.309","2.098","0.245","3.299","0.353","1.616","0.227","3.888","0.521","12.267","1.654","3.302","0.415","1.777","0.215","1.288","0.154","2.110","0.241","4.037","0.567","3.001","0.408","2.373","0.315","11.333","1.374","9.041","1.086","11.009","1.295","10.592","1.176","0.789","0.110","2.624","0.361","1.650","0.220","2.854","0.345","4.774","0.575","5.317","0.611","2.396","0.264","1.387","0.195","8.217","1.124","2.531","0.340","4.509","0.551","6.957","0.837","4.545","0.527","3.394","0.374","1.077","0.157","3.860","0.515","1.200","0.161","2.222","0.279","1.562","0.190","1.575","0.188","1.417","0.165","1.042","0.150","3.411","0.450","1.710","0.232","2.768","0.355","2.141","0.260","2.820","0.338","2.915","0.339","1.564","0.165","1.467","0.197","10.489","1.441","2.568","0.337","3.466","0.421","2.740","0.330","2.153","0.248","2.817","0.304","1.416","0.203","2.680","0.354","1.226","0.167","2.484","0.321","1.504","0.183","1.503","0.180","1.738","0.204","2.733","0.286","8.139","1.139","2.122","0.286","4.282","0.575","13.149","1.607","11.478","1.378","13.435","1.592","12.707","1.431","8.337","1.174","3.697","0.503","7.022","0.937","4.328","0.526","7.667","0.921","6.689","0.796","6.722","0.760","4.609","0.646","3.850","0.524","10.448","1.420","2.534","0.316","2.375","0.286","3.620","0.432","5.940","0.672"
